HOLDING_CODE,off.farm.income,successor
201/0068,FALSE,TRUE
201/0069,FALSE,TRUE
201/0073,FALSE,TRUE
201/0076,FALSE,TRUE
201/0083,TRUE,FALSE
201/0087,FALSE,FALSE
201/0089,FALSE,TRUE
201/0091,FALSE,TRUE
205/0086,TRUE,FALSE
205/0092,TRUE,FALSE
205/0100,FALSE,FALSE
205/0106,FALSE,FALSE
205/0108,FALSE,FALSE
210/0038,FALSE,TRUE
210/0039,FALSE,TRUE
210/0040,FALSE,TRUE
210/0043,TRUE,FALSE
210/0046,FALSE,TRUE
210/0047,FALSE,TRUE
210/0048,FALSE,TRUE
210/0053,FALSE,TRUE
195/0066,FALSE,TRUE
195/0074,FALSE,TRUE
195/0082,TRUE,FALSE
195/0085,TRUE,FALSE
195/0095,FALSE,TRUE
195/0096,FALSE,TRUE
201/0099,TRUE,FALSE
201/0109,FALSE,TRUE
201/0112,TRUE,FALSE
201/0116,FALSE,TRUE
201/0126,TRUE,FALSE
201/0133,FALSE,FALSE
206/0005,FALSE,TRUE
210/0054,FALSE,TRUE
210/0055,FALSE,TRUE
210/0057,FALSE,TRUE
210/0058,FALSE,TRUE
210/0065,TRUE,FALSE
210/0072,TRUE,FALSE
210/0073,FALSE,FALSE
210/0076,FALSE,TRUE
195/0097,TRUE,FALSE
195/0098,TRUE,FALSE
195/0099,FALSE,FALSE
195/0100,FALSE,FALSE
195/0101,FALSE,FALSE
195/0106,FALSE,TRUE
195/0110,TRUE,FALSE
201/0163,TRUE,FALSE
202/0005,FALSE,FALSE
202/0012,TRUE,FALSE
202/0013,FALSE,FALSE
206/0012,TRUE,FALSE
206/0013,FALSE,TRUE
206/0016,TRUE,FALSE
206/0017,FALSE,TRUE
206/0024,FALSE,TRUE
206/0026,FALSE,FALSE
206/0035,TRUE,FALSE
210/0077,FALSE,TRUE
210/0080,FALSE,TRUE
210/0081,FALSE,TRUE
210/0083,FALSE,FALSE
210/0086,FALSE,TRUE
210/0087,FALSE,TRUE
210/0092,TRUE,FALSE
195/0128,TRUE,FALSE
195/0141,FALSE,TRUE
195/0142,FALSE,FALSE
196/0001,FALSE,TRUE
196/0009,FALSE,TRUE
202/0016,TRUE,FALSE
202/0017,FALSE,TRUE
202/0018,TRUE,FALSE
202/0019,FALSE,TRUE
202/0023,FALSE,TRUE
202/0038,FALSE,TRUE
206/0038,FALSE,FALSE
206/0042,TRUE,FALSE
206/0046,FALSE,TRUE
206/0047,FALSE,TRUE
206/0049,FALSE,FALSE
206/0064,FALSE,FALSE
211/0001,FALSE,TRUE
211/0005,TRUE,FALSE
211/0009,FALSE,TRUE
211/0011,FALSE,TRUE
211/0012,TRUE,FALSE
211/0015,FALSE,TRUE
211/0018,FALSE,FALSE
196/0016,TRUE,FALSE
196/0022,FALSE,TRUE
196/0023,FALSE,TRUE
196/0024,FALSE,TRUE
196/0025,TRUE,FALSE
196/0026,FALSE,TRUE
196/0036,TRUE,FALSE
196/0038,FALSE,TRUE
202/0052,FALSE,FALSE
202/0056,FALSE,TRUE
202/0058,TRUE,FALSE
202/0060,TRUE,FALSE
202/0063,TRUE,FALSE
206/0084,TRUE,FALSE
207/0003,FALSE,TRUE
207/0008,FALSE,TRUE
207/0010,TRUE,FALSE
207/0016,TRUE,FALSE
207/0017,TRUE,FALSE
207/0020,FALSE,TRUE
211/0022,FALSE,FALSE
211/0026,TRUE,FALSE
211/0029,TRUE,FALSE
211/0030,FALSE,TRUE
211/0032,FALSE,FALSE
211/0035,TRUE,FALSE
211/0039,FALSE,TRUE
196/0044,TRUE,FALSE
196/0054,FALSE,TRUE
196/0064,FALSE,TRUE
197/0003,FALSE,TRUE
197/0007,FALSE,TRUE
202/0076,FALSE,TRUE
202/0078,FALSE,TRUE
202/0082,FALSE,TRUE
202/0083,FALSE,TRUE
202/0092,FALSE,TRUE
202/0097,TRUE,FALSE
202/0101,FALSE,TRUE
202/0102,TRUE,FALSE
207/0023,FALSE,TRUE
207/0025,FALSE,TRUE
207/0029,FALSE,FALSE
207/0030,FALSE,TRUE
207/0033,FALSE,TRUE
207/0037,FALSE,TRUE
207/0038,FALSE,TRUE
207/0041,FALSE,TRUE
211/0048,FALSE,TRUE
211/0050,FALSE,TRUE
211/0052,TRUE,FALSE
211/0055,FALSE,TRUE
211/0056,TRUE,FALSE
211/0060,FALSE,TRUE
211/0065,FALSE,TRUE
211/0070,FALSE,TRUE
197/0014,FALSE,TRUE
197/0017,TRUE,FALSE
197/0019,TRUE,FALSE
197/0020,FALSE,TRUE
197/0021,FALSE,TRUE
197/0024,FALSE,TRUE
197/0028,FALSE,TRUE
197/0030,TRUE,FALSE
197/0031,FALSE,TRUE
202/0107,TRUE,FALSE
202/0114,FALSE,FALSE
202/0118,FALSE,FALSE
202/0119,TRUE,FALSE
202/0123,FALSE,FALSE
202/0124,FALSE,FALSE
202/0126,TRUE,FALSE
207/0042,FALSE,TRUE
207/0044,FALSE,FALSE
207/0045,TRUE,FALSE
207/0046,FALSE,TRUE
207/0054,TRUE,FALSE
207/0055,TRUE,FALSE
207/0059,TRUE,FALSE
207/0065,TRUE,FALSE
212/0001,TRUE,FALSE
212/0003,TRUE,FALSE
212/0004,FALSE,FALSE
212/0008,FALSE,TRUE
212/0017,FALSE,TRUE
212/0019,FALSE,TRUE
212/0022,FALSE,TRUE
197/0034,FALSE,FALSE
197/0037,TRUE,FALSE
197/0039,FALSE,TRUE
197/0040,FALSE,TRUE
197/0053,FALSE,TRUE
197/0054,FALSE,TRUE
202/0145,TRUE,FALSE
203/0002,FALSE,TRUE
203/0003,FALSE,TRUE
203/0008,FALSE,TRUE
203/0009,FALSE,FALSE
207/0105,FALSE,TRUE
208/0010,FALSE,FALSE
208/0011,FALSE,TRUE
208/0018,FALSE,TRUE
208/0025,FALSE,FALSE
208/0027,TRUE,FALSE
208/0028,FALSE,TRUE
208/0038,FALSE,TRUE
212/0023,FALSE,TRUE
212/0031,TRUE,FALSE
212/0033,TRUE,FALSE
212/0035,FALSE,TRUE
212/0036,TRUE,FALSE
212/0037,FALSE,FALSE
212/0039,FALSE,FALSE
212/0042,FALSE,TRUE
198/0005,TRUE,FALSE
198/0006,FALSE,TRUE
198/0008,FALSE,TRUE
198/0009,FALSE,TRUE
198/0016,TRUE,FALSE
198/0017,TRUE,FALSE
198/0019,FALSE,FALSE
198/0021,FALSE,FALSE
203/0014,TRUE,FALSE
203/0021,FALSE,TRUE
203/0025,FALSE,TRUE
203/0027,FALSE,FALSE
203/0033,TRUE,FALSE
203/0037,FALSE,FALSE
208/0040,FALSE,TRUE
208/0045,FALSE,TRUE
208/0048,TRUE,FALSE
208/0050,FALSE,TRUE
208/0056,TRUE,FALSE
208/0062,FALSE,TRUE
208/0065,FALSE,TRUE
212/0050,FALSE,TRUE
212/0051,TRUE,FALSE
212/0056,FALSE,TRUE
212/0058,FALSE,FALSE
212/0060,FALSE,FALSE
212/0061,FALSE,TRUE
198/0025,FALSE,TRUE
198/0031,FALSE,TRUE
198/0033,FALSE,TRUE
198/0036,FALSE,TRUE
198/0038,FALSE,TRUE
198/0041,FALSE,TRUE
199/0013,FALSE,TRUE
204/0003,FALSE,TRUE
204/0008,FALSE,TRUE
204/0010,TRUE,FALSE
204/0011,FALSE,TRUE
204/0016,FALSE,FALSE
204/0017,FALSE,TRUE
209/0010,FALSE,TRUE
209/0021,FALSE,TRUE
209/0028,FALSE,TRUE
209/0035,FALSE,TRUE
212/0062,FALSE,TRUE
212/0063,FALSE,TRUE
212/0068,TRUE,FALSE
212/0073,TRUE,FALSE
183/0018,FALSE,TRUE
184/0004,TRUE,FALSE
184/0011,FALSE,TRUE
184/0016,TRUE,FALSE
188/0104,TRUE,FALSE
188/0110,FALSE,TRUE
189/0001,FALSE,TRUE
189/0003,FALSE,TRUE
189/0004,FALSE,TRUE
189/0006,FALSE,TRUE
189/0008,TRUE,FALSE
193/0043,FALSE,TRUE
193/0045,FALSE,TRUE
193/0048,FALSE,TRUE
193/0049,FALSE,TRUE
193/0051,FALSE,TRUE
193/0052,TRUE,FALSE
193/0053,FALSE,TRUE
193/0057,TRUE,FALSE
193/0058,FALSE,TRUE
193/0059,FALSE,TRUE
178/0006,TRUE,FALSE
178/0008,FALSE,TRUE
178/0009,FALSE,TRUE
178/0010,FALSE,TRUE
178/0017,TRUE,FALSE
178/0024,FALSE,TRUE
184/0027,TRUE,FALSE
184/0033,FALSE,TRUE
184/0036,FALSE,TRUE
184/0038,FALSE,TRUE
184/0041,FALSE,TRUE
184/0044,FALSE,FALSE
184/0045,FALSE,TRUE
184/0046,FALSE,FALSE
189/0011,TRUE,FALSE
189/0012,TRUE,FALSE
189/0017,FALSE,TRUE
189/0019,TRUE,FALSE
189/0020,FALSE,TRUE
189/0024,FALSE,TRUE
189/0027,FALSE,TRUE
189/0028,FALSE,TRUE
194/0003,FALSE,FALSE
194/0009,TRUE,FALSE
194/0010,FALSE,TRUE
194/0015,FALSE,TRUE
194/0023,TRUE,FALSE
194/0027,TRUE,FALSE
194/0032,TRUE,FALSE
178/0036,FALSE,TRUE
178/0039,FALSE,TRUE
178/0040,FALSE,TRUE
178/0070,TRUE,FALSE
184/0047,FALSE,TRUE
184/0048,FALSE,TRUE
184/0051,TRUE,FALSE
184/0055,FALSE,FALSE
185/0002,FALSE,FALSE
185/0003,FALSE,FALSE
189/0030,FALSE,TRUE
189/0032,FALSE,TRUE
189/0036,FALSE,TRUE
189/0038,FALSE,FALSE
189/0039,FALSE,TRUE
189/0040,FALSE,TRUE
189/0042,FALSE,TRUE
189/0043,FALSE,FALSE
194/0035,FALSE,TRUE
194/0042,FALSE,TRUE
194/0043,FALSE,TRUE
194/0044,FALSE,FALSE
178/0084,FALSE,FALSE
178/0085,FALSE,FALSE
178/0086,TRUE,FALSE
178/0097,FALSE,FALSE
185/0008,FALSE,FALSE
185/0012,FALSE,TRUE
185/0015,FALSE,TRUE
185/0016,FALSE,TRUE
185/0018,FALSE,TRUE
185/0019,TRUE,FALSE
189/0044,FALSE,TRUE
189/0045,FALSE,FALSE
189/0046,FALSE,TRUE
189/0047,TRUE,FALSE
189/0056,FALSE,TRUE
189/0059,FALSE,TRUE
189/0061,FALSE,TRUE
189/0068,TRUE,FALSE
195/0004,FALSE,FALSE
195/0006,FALSE,TRUE
195/0008,FALSE,TRUE
195/0011,FALSE,TRUE
195/0015,FALSE,FALSE
195/0017,TRUE,FALSE
178/0101,FALSE,TRUE
178/0106,FALSE,TRUE
179/0006,TRUE,FALSE
179/0008,TRUE,FALSE
179/0009,FALSE,TRUE
185/0023,FALSE,TRUE
185/0026,TRUE,FALSE
185/0029,FALSE,TRUE
185/0032,FALSE,FALSE
185/0037,FALSE,FALSE
185/0038,FALSE,TRUE
185/0041,FALSE,FALSE
185/0047,FALSE,TRUE
189/0073,FALSE,TRUE
189/0078,FALSE,FALSE
189/0079,FALSE,TRUE
189/0095,FALSE,TRUE
189/0104,FALSE,TRUE
189/0105,FALSE,TRUE
195/0020,FALSE,TRUE
195/0021,TRUE,FALSE
195/0025,FALSE,TRUE
195/0029,TRUE,FALSE
195/0032,FALSE,TRUE
195/0033,FALSE,TRUE
195/0038,FALSE,FALSE
195/0040,FALSE,TRUE
180/0002,FALSE,FALSE
180/0018,FALSE,TRUE
180/0021,FALSE,TRUE
180/0022,FALSE,FALSE
180/0025,FALSE,TRUE
185/0060,FALSE,FALSE
185/0062,FALSE,TRUE
185/0066,FALSE,TRUE
185/0067,TRUE,FALSE
186/0004,FALSE,TRUE
190/0004,FALSE,TRUE
190/0005,FALSE,TRUE
190/0013,FALSE,TRUE
190/0015,FALSE,TRUE
190/0016,FALSE,TRUE
190/0017,TRUE,FALSE
174/0055,TRUE,FALSE
174/0056,FALSE,TRUE
174/0065,FALSE,FALSE
174/0070,FALSE,TRUE
174/0072,FALSE,FALSE
180/0028,FALSE,TRUE
180/0029,FALSE,TRUE
180/0035,TRUE,FALSE
180/0047,TRUE,FALSE
180/0049,FALSE,TRUE
181/0001,FALSE,FALSE
181/0004,TRUE,FALSE
181/0005,FALSE,TRUE
186/0005,TRUE,FALSE
186/0006,FALSE,TRUE
186/0007,TRUE,FALSE
186/0010,TRUE,FALSE
186/0011,FALSE,TRUE
186/0015,FALSE,TRUE
186/0017,FALSE,TRUE
186/0018,FALSE,TRUE
186/0019,TRUE,FALSE
190/0024,TRUE,FALSE
190/0025,FALSE,FALSE
190/0031,TRUE,FALSE
190/0033,FALSE,FALSE
190/0034,TRUE,FALSE
190/0035,FALSE,TRUE
190/0037,FALSE,FALSE
190/0039,FALSE,FALSE
174/0077,TRUE,FALSE
174/0086,TRUE,FALSE
174/0104,TRUE,FALSE
181/0006,FALSE,TRUE
181/0007,FALSE,TRUE
181/0008,FALSE,TRUE
181/0009,TRUE,FALSE
181/0018,FALSE,TRUE
181/0019,FALSE,TRUE
181/0020,FALSE,TRUE
181/0022,TRUE,FALSE
181/0023,FALSE,TRUE
186/0021,TRUE,FALSE
186/0027,TRUE,FALSE
186/0030,FALSE,TRUE
186/0033,FALSE,TRUE
186/0037,FALSE,TRUE
186/0038,FALSE,TRUE
186/0039,TRUE,FALSE
186/0043,FALSE,TRUE
186/0045,FALSE,FALSE
190/0040,FALSE,TRUE
190/0046,TRUE,FALSE
190/0047,FALSE,TRUE
190/0051,FALSE,TRUE
190/0055,TRUE,FALSE
190/0057,FALSE,FALSE
190/0059,TRUE,FALSE
175/0002,FALSE,TRUE
175/0004,FALSE,TRUE
181/0027,FALSE,TRUE
181/0028,FALSE,TRUE
181/0029,TRUE,FALSE
181/0030,FALSE,TRUE
181/0031,TRUE,FALSE
181/0032,FALSE,TRUE
181/0033,FALSE,FALSE
181/0036,TRUE,FALSE
181/0038,TRUE,FALSE
186/0046,FALSE,TRUE
186/0049,FALSE,TRUE
186/0053,FALSE,TRUE
186/0054,FALSE,TRUE
186/0055,FALSE,TRUE
186/0060,FALSE,TRUE
186/0061,TRUE,FALSE
186/0065,FALSE,TRUE
186/0078,FALSE,TRUE
186/0079,FALSE,FALSE
190/0061,FALSE,TRUE
190/0067,FALSE,TRUE
191/0001,FALSE,TRUE
191/0007,FALSE,TRUE
191/0009,FALSE,TRUE
191/0013,FALSE,TRUE
175/0010,TRUE,FALSE
175/0013,TRUE,FALSE
175/0018,TRUE,FALSE
175/0026,FALSE,TRUE
175/0027,TRUE,FALSE
181/0040,FALSE,TRUE
181/0049,TRUE,FALSE
181/0052,FALSE,TRUE
181/0057,FALSE,TRUE
181/0058,FALSE,TRUE
186/0081,FALSE,TRUE
186/0082,FALSE,TRUE
186/0083,FALSE,TRUE
186/0084,TRUE,FALSE
187/0002,FALSE,TRUE
187/0004,FALSE,TRUE
191/0016,FALSE,TRUE
191/0019,FALSE,TRUE
191/0028,FALSE,FALSE
191/0030,FALSE,TRUE
191/0031,FALSE,FALSE
176/0002,FALSE,TRUE
176/0003,TRUE,FALSE
176/0008,FALSE,TRUE
176/0010,TRUE,FALSE
181/0061,TRUE,FALSE
181/0065,FALSE,TRUE
181/0070,FALSE,TRUE
181/0071,FALSE,TRUE
181/0075,TRUE,FALSE
181/0079,TRUE,FALSE
187/0010,TRUE,FALSE
187/0011,TRUE,FALSE
187/0014,FALSE,TRUE
187/0018,FALSE,TRUE
187/0021,FALSE,TRUE
191/0040,FALSE,TRUE
191/0042,TRUE,FALSE
191/0047,FALSE,TRUE
191/0052,FALSE,TRUE
176/0015,FALSE,TRUE
176/0024,TRUE,FALSE
176/0031,FALSE,FALSE
176/0032,FALSE,TRUE
176/0034,FALSE,FALSE
181/0093,FALSE,TRUE
181/0094,FALSE,FALSE
181/0100,TRUE,FALSE
181/0104,FALSE,TRUE
181/0124,FALSE,TRUE
188/0005,FALSE,TRUE
191/0055,FALSE,TRUE
191/0057,FALSE,FALSE
191/0071,FALSE,TRUE
191/0074,FALSE,TRUE
191/0075,FALSE,FALSE
191/0079,FALSE,TRUE
191/0081,FALSE,TRUE
176/0035,TRUE,FALSE
176/0042,FALSE,TRUE
176/0057,TRUE,FALSE
182/0002,FALSE,FALSE
182/0006,TRUE,FALSE
182/0009,TRUE,FALSE
182/0013,FALSE,TRUE
182/0014,FALSE,TRUE
188/0007,FALSE,TRUE
188/0008,FALSE,TRUE
188/0017,FALSE,TRUE
188/0018,FALSE,TRUE
188/0019,FALSE,TRUE
188/0021,TRUE,FALSE
188/0023,FALSE,TRUE
188/0029,TRUE,FALSE
191/0083,FALSE,FALSE
191/0084,FALSE,TRUE
191/0085,TRUE,FALSE
191/0086,FALSE,FALSE
191/0089,FALSE,TRUE
176/0082,TRUE,FALSE
176/0087,TRUE,FALSE
176/0089,FALSE,TRUE
176/0091,FALSE,TRUE
176/0101,FALSE,FALSE
176/0104,FALSE,TRUE
176/0105,TRUE,FALSE
182/0015,FALSE,TRUE
182/0019,FALSE,TRUE
182/0020,TRUE,FALSE
182/0021,FALSE,TRUE
182/0022,TRUE,FALSE
182/0023,FALSE,FALSE
182/0024,TRUE,FALSE
182/0025,TRUE,FALSE
182/0028,FALSE,FALSE
188/0031,FALSE,TRUE
188/0033,TRUE,FALSE
188/0034,TRUE,FALSE
188/0039,FALSE,TRUE
188/0045,TRUE,FALSE
188/0048,FALSE,TRUE
188/0049,FALSE,TRUE
192/0005,FALSE,TRUE
192/0006,FALSE,TRUE
192/0007,FALSE,TRUE
192/0008,FALSE,TRUE
192/0009,FALSE,TRUE
192/0010,FALSE,TRUE
192/0013,FALSE,TRUE
192/0014,FALSE,TRUE
176/0116,TRUE,FALSE
177/0006,FALSE,TRUE
177/0008,TRUE,FALSE
177/0011,FALSE,TRUE
177/0012,TRUE,FALSE
177/0013,FALSE,TRUE
182/0032,FALSE,TRUE
182/0034,FALSE,TRUE
182/0035,FALSE,TRUE
182/0037,FALSE,TRUE
182/0038,FALSE,TRUE
182/0039,TRUE,FALSE
182/0042,TRUE,FALSE
182/0043,FALSE,TRUE
182/0045,FALSE,TRUE
188/0052,FALSE,TRUE
188/0058,TRUE,FALSE
188/0062,FALSE,TRUE
188/0070,TRUE,FALSE
188/0072,TRUE,FALSE
192/0023,FALSE,TRUE
192/0025,TRUE,FALSE
192/0027,TRUE,FALSE
192/0028,FALSE,TRUE
192/0029,FALSE,TRUE
192/0035,FALSE,TRUE
192/0038,FALSE,FALSE
177/0014,FALSE,FALSE
177/0017,TRUE,FALSE
177/0018,FALSE,TRUE
177/0021,FALSE,TRUE
177/0024,FALSE,FALSE
177/0029,FALSE,TRUE
177/0030,FALSE,FALSE
177/0031,FALSE,TRUE
177/0032,FALSE,TRUE
182/0053,FALSE,FALSE
182/0054,TRUE,FALSE
182/0056,FALSE,TRUE
182/0064,FALSE,TRUE
182/0071,FALSE,TRUE
182/0072,FALSE,FALSE
182/0075,TRUE,FALSE
188/0075,FALSE,TRUE
188/0077,TRUE,FALSE
188/0078,TRUE,FALSE
188/0083,FALSE,TRUE
188/0096,FALSE,TRUE
193/0011,TRUE,FALSE
193/0022,FALSE,TRUE
193/0024,FALSE,FALSE
193/0030,FALSE,TRUE
193/0034,FALSE,TRUE
193/0035,FALSE,TRUE
193/0039,FALSE,FALSE
193/0040,FALSE,TRUE
193/0041,TRUE,FALSE
177/0037,TRUE,FALSE
177/0039,FALSE,TRUE
177/0044,TRUE,FALSE
177/0045,TRUE,FALSE
177/0052,FALSE,TRUE
183/0009,FALSE,TRUE
183/0010,FALSE,TRUE
241/0063,FALSE,FALSE
241/0067,TRUE,FALSE
241/0078,TRUE,FALSE
241/0082,TRUE,FALSE
241/0083,FALSE,TRUE
241/0087,TRUE,FALSE
250/0001,TRUE,FALSE
250/0011,FALSE,TRUE
250/0013,FALSE,TRUE
259/0010,TRUE,FALSE
259/0012,TRUE,FALSE
260/0002,TRUE,FALSE
260/0005,FALSE,TRUE
260/0006,FALSE,TRUE
260/0007,FALSE,TRUE
238/0058,FALSE,TRUE
238/0064,FALSE,TRUE
239/0001,TRUE,FALSE
239/0007,TRUE,FALSE
241/0088,FALSE,TRUE
241/0092,TRUE,FALSE
241/0098,FALSE,TRUE
241/0100,TRUE,FALSE
241/0104,TRUE,FALSE
241/0106,FALSE,TRUE
241/0111,TRUE,FALSE
241/0117,FALSE,TRUE
241/0123,TRUE,FALSE
250/0024,FALSE,FALSE
250/0025,FALSE,FALSE
250/0027,TRUE,FALSE
250/0036,TRUE,FALSE
260/0011,FALSE,TRUE
260/0016,FALSE,TRUE
261/0009,FALSE,TRUE
261/0010,TRUE,FALSE
239/0016,TRUE,FALSE
239/0017,FALSE,TRUE
239/0026,FALSE,FALSE
239/0030,FALSE,FALSE
239/0035,TRUE,FALSE
242/0001,FALSE,TRUE
242/0004,FALSE,TRUE
242/0007,FALSE,TRUE
243/0014,FALSE,FALSE
243/0016,FALSE,TRUE
251/0009,FALSE,FALSE
251/0013,FALSE,FALSE
251/0025,FALSE,TRUE
251/0026,FALSE,FALSE
251/0030,TRUE,FALSE
251/0034,TRUE,FALSE
261/0016,TRUE,FALSE
263/0001,TRUE,FALSE
263/0004,TRUE,FALSE
239/0042,TRUE,FALSE
239/0045,FALSE,TRUE
239/0053,TRUE,FALSE
239/0054,TRUE,FALSE
239/0065,FALSE,FALSE
239/0066,FALSE,TRUE
243/0020,FALSE,TRUE
243/0021,TRUE,FALSE
243/0022,TRUE,FALSE
243/0026,FALSE,TRUE
244/0001,TRUE,FALSE
244/0002,FALSE,TRUE
251/0038,FALSE,TRUE
251/0039,TRUE,FALSE
251/0051,TRUE,FALSE
252/0007,TRUE,FALSE
263/0007,FALSE,FALSE
263/0019,TRUE,FALSE
239/0093,FALSE,TRUE
239/0097,FALSE,FALSE
239/0101,TRUE,FALSE
239/0129,FALSE,FALSE
239/0134,TRUE,FALSE
239/0139,FALSE,TRUE
239/0143,FALSE,TRUE
244/0003,FALSE,TRUE
244/0004,FALSE,TRUE
244/0008,FALSE,TRUE
244/0009,TRUE,FALSE
244/0012,FALSE,TRUE
244/0015,TRUE,FALSE
252/0012,TRUE,FALSE
252/0018,TRUE,FALSE
252/0020,TRUE,FALSE
264/0010,FALSE,TRUE
264/0019,FALSE,TRUE
265/0002,FALSE,TRUE
265/0005,TRUE,FALSE
239/0144,FALSE,TRUE
239/0145,TRUE,FALSE
239/0148,FALSE,FALSE
239/0152,TRUE,FALSE
239/0166,TRUE,FALSE
239/0172,TRUE,FALSE
239/0173,FALSE,TRUE
244/0022,TRUE,FALSE
245/0001,TRUE,FALSE
245/0002,FALSE,TRUE
245/0013,TRUE,FALSE
253/0001,FALSE,TRUE
253/0004,FALSE,TRUE
253/0006,TRUE,FALSE
254/0009,FALSE,TRUE
235/0040,FALSE,TRUE
235/0046,TRUE,FALSE
235/0058,FALSE,TRUE
235/0062,FALSE,TRUE
235/0093,TRUE,FALSE
240/0002,TRUE,FALSE
240/0015,FALSE,FALSE
240/0017,FALSE,TRUE
240/0018,TRUE,FALSE
245/0014,FALSE,TRUE
245/0028,FALSE,FALSE
246/0001,FALSE,TRUE
246/0002,FALSE,TRUE
246/0003,TRUE,FALSE
246/0004,TRUE,FALSE
254/0014,FALSE,FALSE
254/0030,FALSE,TRUE
254/0034,FALSE,TRUE
254/0038,FALSE,TRUE
236/0007,TRUE,FALSE
236/0014,FALSE,TRUE
236/0015,FALSE,TRUE
236/0026,TRUE,FALSE
236/0030,TRUE,FALSE
236/0033,FALSE,TRUE
240/0026,FALSE,TRUE
240/0030,TRUE,FALSE
240/0038,TRUE,FALSE
240/0040,TRUE,FALSE
240/0049,TRUE,FALSE
240/0052,FALSE,TRUE
240/0055,TRUE,FALSE
240/0057,TRUE,FALSE
246/0006,FALSE,TRUE
246/0011,FALSE,FALSE
246/0014,TRUE,FALSE
246/0015,FALSE,FALSE
246/0017,FALSE,FALSE
254/0047,TRUE,FALSE
254/0049,FALSE,TRUE
254/0050,TRUE,FALSE
255/0001,FALSE,TRUE
255/0005,FALSE,TRUE
236/0037,FALSE,TRUE
236/0045,FALSE,FALSE
236/0063,FALSE,FALSE
236/0065,FALSE,FALSE
236/0083,FALSE,TRUE
236/0109,TRUE,FALSE
240/0061,TRUE,FALSE
240/0065,FALSE,FALSE
240/0066,FALSE,TRUE
240/0069,TRUE,FALSE
240/0070,TRUE,FALSE
240/0073,FALSE,TRUE
240/0076,FALSE,FALSE
240/0078,FALSE,FALSE
240/0081,FALSE,TRUE
240/0082,FALSE,TRUE
246/0020,TRUE,FALSE
246/0022,FALSE,TRUE
246/0023,FALSE,TRUE
247/0002,FALSE,TRUE
247/0003,TRUE,FALSE
247/0005,TRUE,FALSE
255/0008,FALSE,TRUE
255/0019,FALSE,FALSE
255/0027,TRUE,FALSE
236/0118,FALSE,TRUE
236/0125,TRUE,FALSE
236/0133,TRUE,FALSE
236/0143,FALSE,FALSE
236/0162,TRUE,FALSE
236/0163,FALSE,TRUE
240/0089,TRUE,FALSE
240/0093,FALSE,FALSE
240/0096,FALSE,TRUE
240/0098,FALSE,TRUE
240/0100,FALSE,TRUE
240/0101,FALSE,TRUE
240/0102,FALSE,FALSE
240/0106,FALSE,FALSE
240/0107,FALSE,TRUE
247/0008,FALSE,TRUE
247/0015,FALSE,TRUE
247/0016,FALSE,TRUE
247/0018,FALSE,TRUE
247/0026,FALSE,TRUE
255/0035,TRUE,FALSE
255/0038,FALSE,TRUE
255/0042,TRUE,FALSE
255/0050,TRUE,FALSE
237/0007,TRUE,FALSE
237/0009,TRUE,FALSE
237/0013,FALSE,FALSE
240/0110,FALSE,FALSE
240/0116,FALSE,FALSE
240/0126,FALSE,TRUE
240/0129,FALSE,TRUE
240/0130,TRUE,FALSE
240/0131,FALSE,TRUE
240/0135,FALSE,TRUE
240/0136,FALSE,TRUE
247/0031,FALSE,TRUE
247/0033,TRUE,FALSE
247/0034,FALSE,TRUE
247/0035,FALSE,TRUE
247/0041,TRUE,FALSE
247/0042,FALSE,TRUE
255/0068,TRUE,FALSE
256/0006,FALSE,TRUE
237/0023,TRUE,FALSE
237/0025,FALSE,FALSE
237/0030,FALSE,FALSE
237/0033,FALSE,TRUE
237/0035,TRUE,FALSE
237/0038,FALSE,TRUE
237/0043,FALSE,TRUE
237/0047,FALSE,FALSE
240/0147,TRUE,FALSE
240/0151,FALSE,FALSE
240/0154,TRUE,FALSE
240/0156,FALSE,TRUE
240/0163,FALSE,TRUE
240/0164,FALSE,TRUE
240/0165,FALSE,FALSE
240/0166,TRUE,FALSE
240/0167,FALSE,TRUE
247/0044,FALSE,TRUE
247/0048,TRUE,FALSE
247/0050,FALSE,TRUE
247/0052,FALSE,TRUE
247/0056,TRUE,FALSE
247/0058,TRUE,FALSE
247/0060,FALSE,TRUE
256/0012,FALSE,TRUE
256/0015,FALSE,TRUE
256/0018,FALSE,FALSE
256/0022,FALSE,TRUE
237/0051,FALSE,FALSE
237/0052,FALSE,TRUE
237/0053,TRUE,FALSE
237/0055,FALSE,TRUE
237/0062,TRUE,FALSE
237/0067,FALSE,FALSE
237/0074,TRUE,FALSE
240/0171,FALSE,FALSE
240/0172,FALSE,FALSE
240/0176,FALSE,TRUE
240/0180,FALSE,TRUE
240/0189,FALSE,TRUE
240/0204,FALSE,FALSE
240/0215,TRUE,FALSE
240/0224,TRUE,FALSE
240/0229,TRUE,FALSE
240/0232,TRUE,FALSE
247/0062,FALSE,TRUE
247/0081,TRUE,FALSE
247/0084,FALSE,TRUE
256/0027,FALSE,TRUE
256/0028,FALSE,TRUE
256/0031,FALSE,TRUE
256/0034,FALSE,TRUE
256/0048,TRUE,FALSE
237/0087,TRUE,FALSE
237/0089,FALSE,FALSE
237/0091,TRUE,FALSE
237/0095,FALSE,TRUE
237/0107,TRUE,FALSE
240/0245,TRUE,FALSE
240/0253,TRUE,FALSE
240/0264,FALSE,TRUE
240/0271,TRUE,FALSE
