HOLDING_CODE,ITEM1,ITEM2,ITEM14,ITEM40,ITEM41,ITEM46,ITEM47,ITEM48,ITEM49,ITEM50,ITEM84,ITEM85,ITEM86,ITEM87,ITEM94,ITEM95,ITEM96,ITEM145,ITEM157,ITEM170,ITEM171,ITEM177,ITEM178,ITEM179,ITEM182,ITEM183,ITEM184,ITEM200,ITEM1714,ITEM1715,ITEM1716,ITEM1717,ITEM1718,ITEM1719,ITEM100,ITEM101,ITEM102,ITEM103,ITEM104,ITEM105,ITEM106,ITEM107,ITEM108,ITEM109,ITEM110,ITEM111,ITEM112,ITEM113,ITEM114,ITEM115,ITEM116,ITEM117,ITEM118,ITEM119,ITEM120,ITEM121,ITEM122,group,group1,ITEM42,ITEM43,ITEM44,ITEM45,ITEM16,ITEM18,ITEM17,ITEM20,cattle_dairy,cattle_beef,calf_dairy,calf_beef,service_bull,breeder_dairy,breeder_beef,cattle_other,barley,oats,grass,roughGraz,area
193/0049,0,0,0,0,0,21.53,4.64,0.11,1.59,27.87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,48,0,0,0,29,2,8,0,0,0,0,1,0,0,0,8,0,0,4,8,24,15,147,2,NA,0.000000000000000,6.440000000000000,0,15.090000000000000,0,0,0,0,85,2,23,28,0,9,0,0,0,0,21.53,4.64,27.87
193/0051,0,0,0,14.12,0,94.4,18.6,5.2,1.2,119.4,0,0,0,0,0,0,0,730,0,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,91,0,9,0,2,0,0,3,0,0,0,0,0,6,0,16,16,11,35,32,28,249,2,NA,27.300000000000001,0.000000000000000,6.8,46.180000000000000,0,9.89,0,0,0,102,63,43,3,0,16,22,9.89,0,80.28,18.6,119.4
193/0052,0,0,0,0,0,47.77,0,4.03,0.6,52.4,0,0,0,0,0,0,0,242,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,25,0,0,14,4,77,3,NA,0.000000000000000,10.000000000000000,0,37.770000000000003,0,0,0,0,0,30,4,14,0,0,0,32,0,0,47.77,0,52.4
193/0053,0,0,0,46.27,0,168.43,0,14.74,7.17,190.34,0,0,0,0,0,0,0,331,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,113,0,30,0,2,0,0,5,0,0,0,0,0,34,0,17,74,16,18,53,57,419,1,5,48.509999999999998,0.000000000000000,2.04,71.609999999999999,0,46.27,0,0,0,145,75,69,5,0,17,108,46.27,0,122.16,0,190.34
193/0057,0,0,0,0,0,88.3,315.7,0.4,0.3,404.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,11,11,10,10,103,3,NA,0.000000000000000,0.000000000000000,6,82.299999999999997,0,0,0,0,0,43,21,21,0,0,18,0,0,0,88.3,315.7,404.7
193/0058,0,109.09,0,14.78,0,39.71,0,0,0,39.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,4,0,0,0,0,0,0,0,89,0,8,0,0,2,0,0,0,0,3,7,0,0,26,21,24,12,18,210,2,NA,16.870000000000001,8.060000000000001,0,0.000000000000000,0,12.14,0,0,0,100,42,33,2,0,0,36,12.14,0,24.93,0,39.71
193/0059,0,0,0,20.53,0,170.8,1.05,13.5,1.05,186.4,0,0,0,0,0,0,0,835,0,0,0,1,0,0,0,0,1,3,1,0,0,1,0,0,89,0,21,0,0,0,18,0,0,0,0,0,0,0,70,20,0,14,44,30,13,11,330,2,NA,50.000000000000000,25.280000000000001,50.28,24.710000000000001,6.75,13.78,0,0,128,0,41,57,0,20,0,84,20.53,0,150.27,1.05,186.4
194/0003,0,0,0,0,0,144.97,248.99,8.17,2.3,404.43,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,57,0,33,0,4,0,0,1,1,0,0,0,0,38,0,0,42,8,9,31,26,250,2,NA,8.090000000000000,24.879999999999999,7.86,104.140000000000000,0,0,0,0,0,94,35,39,2,0,0,80,0,0,144.97,248.99,404.43
194/0009,0,0,0,1.73,0,148.96,878.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,119,0,0,0,7,0,0,3,0,0,0,0,0,25,0,17,0,30,28,30,30,289,2,NA,19.660000000000000,15.730000000000000,4.05,107.790000000000010,0,0,0,0,0,126,58,60,3,0,17,25,0,0,147.23,878.45,0
194/0010,0,0,0,0,0,237.5,200.9,0,0,438.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,103,0,85,0,0,0,0,4,0,0,0,0,0,0,0,0,102,30,37,50,53,464,1,5,0.000000000000000,26.400000000000002,0,211.099999999999990,0,0,0,0,0,188,90,80,4,0,0,102,0,0,237.5,200.9,438.4
194/0015,0,116.8,0,0,0,127.53,253.45,3.15,1.75,385.88,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,0,0,0,0,89,0,59,0,0,0,11,1,0,0,0,0,0,0,0,18,0,15,25,43,47,308,2,NA,0.000000000000000,51.350000000000001,10.17,66.010000000000005,0,0,0,0,0,159,72,58,1,0,18,0,0,0,127.53,253.45,385.88
194/0020,0,0,0,0,0,62.8,209.63,0,1.2,273.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,51,0,1,0,9,0,0,1,0,2,0,0,5,17,0,12,21,14,14,8,8,163,2,NA,0.000000000000000,23.300000000000001,0,39.500000000000000,0,0,0,0,0,68,22,22,1,0,12,45,0,0,62.8,209.63,273.63
194/0023,0,0,0,0,0,367.06,175.14,0,0,542.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,44,0,6,0,0,0,0,2,0,0,0,0,0,1,0,1,0,4,4,16,20,98,3,NA,9.400000000000000,0.000000000000000,0,357.660000000000030,0,0,0,0,0,50,24,20,2,0,1,1,0,0,367.06,175.14,542.2
194/0027,0,0,0,0,0,1.26,0,0,0,1.26,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,NA,0.000000000000000,0.000000000000000,0,1.260000000000000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.26,0,1.26
194/0032,0,4,0,0,0,31.3,54.9,19,0,105.2,0,0,0,0,0,2,12,663,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,4,4,28,3,NA,0.000000000000000,4.000000000000000,3,24.300000000000001,0,0,0,0,0,14,4,4,0,0,0,6,0,0,31.3,54.9,105.2
194/0035,0,0,0,0,0,46.6,233.6,2.1,0.5,282.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,46,0,7,0,11,0,0,1,0,0,0,0,0,15,0,7,11,7,5,22,18,150,2,NA,3.300000000000000,17.500000000000000,2,23.800000000000001,0,0,0,0,0,64,23,29,1,0,7,26,0,0,46.6,233.6,282.8
194/0042,0,0,0,0,0,73.84,159.99,0.81,0.45,235.09,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,50,0,13,0,7,0,0,2,0,0,0,12,0,20,0,7,18,2,8,20,14,173,2,NA,0.000000000000000,16.990000000000002,0,56.850000000000001,0,0,0,0,0,70,22,22,2,0,19,38,0,0,73.84,159.99,235.09
194/0043,0,0,0,0,0,69.05,68.35,0,0,137.4,0,0,0,0,0,0,0,769,0,15,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,49,0,0,0,6,0,0,1,1,0,0,0,0,0,0,7,0,0,0,28,24,116,3,NA,6.000000000000000,7.200000000000000,0,55.850000000000001,0,0,0,0,0,55,24,28,2,0,7,0,0,0,69.05,68.35,137.4
194/0044,0,32.4,0,0,0,86.3,24.3,6,0.4,117,0,0,0,0,0,0,2,567,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,43,0,48,0,2,0,0,3,0,0,0,0,3,32,0,3,14,10,20,21,22,221,2,NA,9.700000000000001,17.000000000000000,0,59.600000000000001,0,0,0,0,0,96,42,31,3,0,3,49,0,0,86.3,24.3,117
194/0049,0,28.33,0,0,0,28.7,0,0,0.4,29.1,0,0,0,0,0,0,0,518,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,10,61,3,NA,0.000000000000000,6.400000000000000,0,22.300000000000001,0,0,0,0,0,30,16,15,0,0,0,0,0,0,28.7,0,29.1
195/0004,0,106,0,0,0,66.98,44.66,0,1,112.64,0,0,0,0,0,0,0,813,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,65,0,0,0,5,0,0,1,2,0,0,0,0,6,0,10,18,7,14,16,18,162,2,NA,0.000000000000000,26.980000000000000,0,40.000000000000000,0,0,0,0,0,70,32,23,3,0,10,24,0,0,66.98,44.66,112.64
195/0006,0,189.81,0,0,0,176.42,51.17,1.74,3.13,232.46,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,152,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,158,50,62,17,25,471,1,5,5.990000000000000,31.010000000000002,0,139.420000000000020,0,0,0,0,0,152,87,67,7,0,0,158,0,0,176.42,51.17,232.46
195/0008,0,0,0,0,0,221.35,23.5,74.07,0,318.92,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,19,1,70,0,10,0,0,3,0,1,0,1,0,2,0,19,8,35,50,9,12,240,2,NA,0.000000000000000,41.500000000000000,0,179.849999999999990,0,0,0,0,1,100,62,44,3,0,20,11,0,0,221.35,23.5,318.92
195/0011,0,0,0,0,0,53.5,0,0,1.16,54.66,0,0,0,0,0,0,0,324,0,30,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,20,3,NA,3.000000000000000,2.500000000000000,6,42.000000000000000,0,0,0,0,0,10,3,7,0,0,0,0,0,0,53.5,0,54.66
195/0015,0,0,0,0,0,128.4,0,1.6,1,131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,82,13,0,0,0,0,0,0,0,0,23,0,0,0,26,0,0,36,10,11,21,17,239,2,NA,0.000000000000000,34.399999999999999,0,94.000000000000000,0,0,0,0,82,36,28,31,0,0,0,85,0,0,128.4,0,131
195/0017,0,0,0,9.47,0,99.3,119.45,2.83,16.62,238.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,75,0,22,0,8,0,0,3,1,0,0,0,0,0,0,7,0,5,8,36,39,204,2,NA,2.830000000000000,26.320000000000000,7.29,53.390000000000001,0,0,0,4.8,0,105,47,41,4,0,7,0,0,4.8,89.83,119.45,238.2
195/0020,0,3.88,0,10.35,0,91.9,18.2,8.1,0.5,118.7,0,0,0,0,0,0,0,576,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,46,0,22,0,2,0,0,1,0,0,0,0,0,18,0,0,9,14,27,0,5,144,2,NA,0.000000000000000,20.199999999999999,23,38.350000000000001,0,10.35,0,0,0,70,32,14,1,0,0,27,10.35,0,81.55,18.2,118.7
195/0021,0,0,0,0,0,72.6,311.4,2,0.8,386.8,0,0,0,0,0,0,0,972,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,45,0,8,0,0,0,3,1,0,0,0,0,0,2,0,0,6,3,5,21,20,114,3,NA,9.300000000000001,28.600000000000001,0,34.700000000000003,0,0,0,0,0,56,25,24,1,0,0,8,0,0,72.6,311.4,386.8
195/0022,34.4,0,0,0,0,54.81,0,4,0.38,59.19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,6,0,0,2,0,0,0,2,0,0,0,1,0,2,9,0,5,43,3,NA,0.000000000000000,6.800000000000000,0,48.009999999999998,0,0,0,0,0,22,14,2,2,0,3,0,0,0,54.81,0,59.19
195/0025,0,31.42,0,0,0,47.86,164.04,8.99,0.5,221.39,0,0,0,0,0,0,0,713,0,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,47,0,3,0,5,0,0,2,0,0,0,0,0,1,0,0,1,23,21,2,2,107,3,NA,0.000000000000000,15.010000000000000,0,32.850000000000001,0,0,0,0,0,55,23,25,2,0,0,2,0,0,47.86,164.04,221.39
195/0029,0,0,0,5.16,0,30.8,30.7,2.8,0,64.3,0,0,0,0,0,0,0,422,0,28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,19,9,2,0,4,6,0,0,0,1,5,9,13,0,7,0,9,0,3,11,4,0,102,3,NA,3.570000000000000,3.560000000000000,2.81,15.700000000000001,0,5.16,0,0,25,20,11,7,1,9,22,12,5.16,0,25.64,30.7,64.3
195/0032,0,12.14,0,0,0,105.43,475.87,2.93,1.02,585.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,0,70,0,36,15,2,0,0,2,0,28,0,0,17,63,11,41,18,13,13,15,18,362,2,NA,0.000000000000000,42.020000000000003,0,63.410000000000004,0,0,0,0,15,153,31,28,2,11,41,126,0,0,105.43,475.87,585.25
195/0033,0,0,0,0,0,111.5,61.94,2.4,1.3,177.14,0,0,0,0,0,0,0,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,4,16,17,3,0,92,3,NA,2.300000000000000,24.300000000000001,0,84.900000000000006,0,0,0,0,0,50,17,19,1,0,0,5,0,0,111.5,61.94,177.14
195/0038,0,0,0,0,0,68.52,65.49,18.52,0.97,153.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,79,0,6,0,11,0,0,2,0,0,0,0,0,2,0,10,3,35,43,6,9,206,2,NA,7.120000000000000,9.880000000000001,0,51.520000000000003,0,0,0,0,0,96,52,41,2,0,10,5,0,0,68.52,65.49,153.5
195/0040,0,5.6,0,0,0,66.5,0,0,0,66.5,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,90,0,50,0,14,0,0,0,2,2,0,60,0,0,0,30,0,0,0,0,0,0,248,2,NA,16.100000000000001,10.100000000000000,0,40.300000000000004,0,0,0,0,154,0,0,0,4,90,0,0,0,0,66.5,0,66.5
195/0044,0,0,0,0,0,75.9,255.9,29.8,2.5,364.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,2,0,0,0,0,0,33,0,28,0,4,0,0,2,0,0,0,0,0,14,0,0,12,9,19,14,14,149,2,NA,3.200000000000000,17.800000000000001,3.5,51.399999999999999,0,0,0,0,0,65,33,23,2,0,0,26,0,0,75.9,255.9,364.1
195/0046,0,0,0,19.2,0,164.5,344.6,0,2.4,511.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,176,0,2,0,0,0,0,3,1,0,0,0,2,62,0,1,65,27,27,60,55,481,1,5,8.100000000000000,29.100000000000001,0,108.100000000000010,0,19.2,0,0,0,180,82,87,4,0,1,129,19.2,0,145.3,344.6,511.5
195/0048,0,0,0,50.85,0,115.2,319.45,0,2.98,437.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,94,0,0,0,0,2,0,0,0,0,0,4,0,0,23,0,0,34,41,198,2,NA,41.770000000000003,0.000000000000000,0,22.580000000000002,10.7,36.13,0,0,0,94,41,34,2,0,0,27,46.83,0,64.35,319.45,437.63
195/0049,1,0,0,0,0,137.07,0,0,0,137.07,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,4,0,2,0,0,0,0,0,22,4,121,0,10,0,0,0,0,0,0,5,2,12,0,24,7,57,69,10,14,357,2,NA,0.000000000000000,74.000000000000000,0,63.070000000000000,0,0,0,0,4,155,83,67,0,0,29,21,0,0,137.07,0,137.07
195/0051,0,0,0,0,0,33.79,33.08,0.95,0.59,68.41,0,0,0,0,0,0,0,330,0,16,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,8,4,0,0,3,0,0,3,4,31,3,NA,0.000000000000000,0.000000000000000,0,33.789999999999999,0,0,0,0,0,16,4,3,1,0,0,15,0,0,33.79,33.08,68.41
195/0054,0,0,0,0,0,135.22,0,0,0,135.22,0,0,0,0,0,0,0,213,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,NA,0.000000000000000,0.000000000000000,0,135.220000000000000,0,0,0,0,0,3,0,0,0,0,0,1,0,0,135.22,0,135.22
195/0057,0,0,0,0,0,123.3,70.5,8,0.5,202.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,56,0,21,0,0,2,0,0,0,15,0,0,0,0,0,22,29,0,0,145,2,NA,6.000000000000000,29.000000000000000,13.5,74.799999999999997,0,0,0,0,0,77,29,22,2,0,15,0,0,0,123.3,70.5,202.3
195/0063,0,0,0,0,0,38.3,9.19,2,0.2,49.69,0,0,0,0,0,0,0,389,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,7,5,8,7,67,3,NA,7.100000000000001,5.000000000000000,0,26.199999999999999,0,0,0,0,23,0,12,15,0,0,4,13,0,0,38.3,9.19,49.69
195/0066,0,16.62,0,0,0,21.1,55.71,0,0,76.81,0,0,0,0,0,0,0,714,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,12,2,4,0,0,0,0,0,0,0,0,0,0,1,0,3,5,3,0,5,7,42,3,NA,4.800000000000000,3.200000000000000,0,13.100000000000000,0,0,0,0,2,16,7,8,0,0,3,6,0,0,21.1,55.71,76.81
195/0074,0,47.6,0,0,0,43.7,94.49,3.51,2,143.7,0,0,0,0,0,0,0,774,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,82,0,4,0,13,0,0,3,0,0,0,0,0,9,0,11,8,28,42,15,13,228,2,NA,0.000000000000000,20.699999999999999,0,23.000000000000000,0,0,0,0,0,99,55,43,3,0,11,17,0,0,43.7,94.49,143.7
195/0082,0,0,0,0,0,53.5,73,0,1,127.5,0,0,0,0,0,0,0,676,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,13,0,2,0,1,0,0,0,0,0,0,3,1,0,0,4,0,3,0,6,5,38,3,NA,0.000000000000000,4.000000000000000,0,49.500000000000000,0,0,0,0,0,17,5,9,0,0,7,1,0,0,53.5,73,127.5
195/0085,0,46.66,0,0,0,72.5,0,2.69,0.43,75.62,0,0,0,0,0,0,1,889,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,28,0,45,0,2,0,0,1,2,0,0,0,0,0,0,10,0,7,26,12,15,148,2,NA,0.000000000000000,23.250000000000000,0,49.250000000000000,0,0,0,0,0,75,41,19,3,0,10,0,0,0,72.5,0,75.62
195/0095,0,0,0,0,0,130,34,6,1.2,171.2,0,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,45,0,20,0,5,0,0,2,0,0,0,10,0,35,0,10,10,0,0,15,35,187,2,NA,0.000000000000000,30.000000000000000,0,100.000000000000000,0,0,0,0,0,70,35,15,2,0,20,45,0,0,130,34,171.2
195/0096,0,0,0,0,0,126.19,34.44,0,0.86,161.49,0,0,0,0,0,0,0,171,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,28,45,5,4,0,0,0,0,1,0,16,0,0,5,19,0,18,22,27,30,20,19,259,2,NA,0.000000000000000,41.460000000000001,0,84.730000000000004,0,0,0,0,33,70,49,47,1,0,18,62,0,0,126.19,34.44,161.49
195/0097,0,4.52,0,0,0,84.59,2.28,0,1.73,88.6,0,0,0,0,0,0,0,917,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,38,0,10,0,3,0,0,2,0,1,0,0,1,17,0,0,0,5,10,15,11,113,3,NA,9.670000000000000,14.730000000000000,0,60.189999999999998,0,0,0,0,0,53,21,20,2,0,0,19,0,0,84.59,2.28,88.6
195/0098,0,23.46,0,0,0,2.47,7.78,0.75,0,11,0,0,0,0,0,0,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,25,3,NA,0.000000000000000,2.470000000000000,0,0.000000000000000,0,0,0,0,0,13,5,7,0,0,0,0,0,0,2.47,7.78,11
195/0099,0,20.16,0,0,0,161.65,7.55,0,0,169.2,0,0,0,0,0,0,0,0,0,22,0,1,0,0,0,0,0,3,0,1,0,0,0,0,81,5,14,4,17,4,0,0,3,0,8,35,0,6,7,20,0,13,4,44,5,14,284,2,NA,20.930000000000000,23.210000000000001,12.6,104.910000000000000,0,0,0,0,112,27,58,9,3,55,0,34,0,0,161.65,7.55,169.2
195/0100,0,0,0,11.9,0,89.67,62.03,0,2,153.7,0,0,0,0,0,0,0,989,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,48,0,6,0,0,1,0,0,0,0,0,6,0,10,13,25,28,16,14,195,2,NA,10.400000000000000,13.300000000000001,0,54.070000000000000,0,11.7,0,0,0,82,42,41,1,0,10,19,11.7,0,77.77,62.03,153.7
195/0101,0,97.13,0,12.62,0,117.2,203.31,2.87,1.62,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,75,1,28,0,0,0,0,3,1,0,0,6,0,36,0,0,38,0,0,31,43,263,2,NA,0.000000000000000,28.370000000000001,2.87,73.340000000000003,0,12.62,0,0,2,103,43,31,4,0,6,74,12.62,0,104.58,203.31,325
195/0106,0,7.71,0,0,0,21.64,149.7,13.5,0.4,185.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,87,0,22,0,11,0,0,4,0,0,0,0,0,0,0,40,1,10,10,31,36,252,2,NA,0.000000000000000,3.700000000000000,1.97,15.970000000000001,0,0,0,0,0,120,46,41,4,0,40,1,0,0,21.64,149.7,185.24
195/0110,0,0,0,0,0,152.7,572.2,76.8,12.2,813.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,89,0,0,0,37,0,0,2,0,0,0,0,0,45,0,0,0,10,9,24,20,236,2,NA,29.300000000000001,0.000000000000000,13.4,110.000000000000000,0,0,0,0,0,126,29,34,2,0,0,45,0,0,152.7,572.2,813.9
195/0125,0,0,0,0,0,41.5,0,0,5,46.5,0,0,0,0,0,0,0,323,0,22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,1,0,0,5,0,0,0,1,0,0,0,6,2,23,3,NA,0.000000000000000,0.000000000000000,0,41.500000000000000,0,0,0,0,0,8,2,6,1,0,6,0,0,0,41.5,0,46.5
195/0128,0,0,0,0,0,33.91,18.29,0,0.9,53.1,0,0,0,0,0,0,0,301,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,2,0,2,2,4,0,0,2,0,0,0,0,20,3,NA,0.000000000000000,0.000000000000000,0,33.910000000000004,0,0,0,0,1,11,0,0,0,0,2,10,0,0,33.91,18.29,53.1
195/0141,0,0,0,0,0,50,122.85,0,0,172.85,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,105,0,10,0,14,0,0,3,0,0,0,0,0,18,0,14,0,0,0,47,58,269,2,NA,0.000000000000000,0.000000000000000,30,20.000000000000000,0,0,0,0,0,129,58,47,3,0,14,18,0,0,50,122.85,172.85
195/0142,0,0,0,0,0,159.3,0,7.3,1.1,167.7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,120,0,2,0,23,0,0,2,0,45,0,0,0,30,0,0,45,26,20,42,32,387,1,5,0.000000000000000,38.700000000000003,15.4,105.200000000000000,0,0,0,0,0,190,52,68,2,0,0,120,0,0,159.3,0,167.7
195/0145,0,0,0,0,0,5,0.4,0,0,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,NA,0.000000000000000,2.000000000000000,0,3.000000000000000,0,0,0,0,3,2,3,0,0,0,0,0,0,0,5,0.4,5.4
196/0001,0,24.11,0,15.47,0,135.3,0,0,0,135.3,0,0,0,0,0,0,0,125,0,0,0,1,0,0,1,0,0,3,0,1,1,0,0,0,174,0,30,0,25,0,32,0,3,1,0,0,0,0,0,50,0,0,0,0,0,40,355,2,NA,0.000000000000000,52.600000000000001,0,67.230000000000004,0,0,0,0,261,0,40,0,4,50,0,0,0,0,119.83,0,135.3
196/0009,0,78.62,0,0,0,149.5,246.6,0,1,397.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,123,0,7,0,22,0,0,3,0,17,0,0,38,83,0,0,113,53,80,13,21,573,1,5,6.400000000000000,56.700000000000003,1,85.400000000000006,0,0,0,0,0,207,101,66,3,0,0,251,0,0,149.5,246.6,397.1
196/0016,0,0,18.38,64.42,0,242.88,468.17,4.73,5.68,721.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,4,0,0,0,0,137,0,0,42,0,0,0,0,5,0,0,0,0,0,87,0,33,89,0,0,60,66,519,1,2,13.680000000000000,25.320000000000000,26.91,112.550000000000000,0,30.63,0,0,137,42,66,60,5,0,33,176,30.63,0,178.46,468.17,721.46
196/0022,0,40.5,0,0,0,92.1,29.3,0,1.6,123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,249,0,4,0,93,0,0,0,1,0,0,3,0,0,0,72,0,0,0,40,0,23,485,1,2,0.000000000000000,0.000000000000000,0,92.100000000000009,0,0,0,0,346,0,63,0,1,75,0,0,0,0,92.1,29.3,123
196/0023,0,7.61,0,0,0,192.1,85.14,20.21,1.7,299.15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,0,0,0,0,124,0,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,52,63,10,8,279,2,NA,0.000000000000000,36.320000000000000,11.6,144.180000000000010,0,0,0,0,0,144,71,62,2,0,0,0,0,0,192.1,85.14,299.15
196/0024,0,59.82,0,26.69,0,220.79,0,0,0,220.79,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,1,0,0,0,0,0,123,0,20,0,21,0,0,3,0,0,0,0,0,8,0,11,24,18,35,37,33,333,2,NA,5.600000000000001,37.200000000000003,0,151.300000000000010,0,17.66,0,0,0,164,68,55,3,0,11,32,17.66,0,194.1,0,220.79
